科室,原始行,发货单号,包名,包数,原单价,处理后单价,原总价,处理后总价,规则覆盖,匹配规则,说明
供应室,43,1613146,敷料包（纸塑袋）,4.0,0.0,8.0,0.0,32.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,44,1613579,敷料包（无纺布）,1.0,0.0,20.0,0.0,20.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,45,1613579,敷料包（纸塑袋）,1.0,0.0,8.0,0.0,8.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,47,1614084,器械包（无纺布）,4.0,0.0,20.0,0.0,80.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,48,1614084,敷料包（纸塑袋）,2.0,0.0,8.0,0.0,16.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,49,1614084,器械包（纸塑袋）,5.0,0.0,8.0,0.0,40.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,52,1614509,器械包（纸塑袋）,10.0,0.0,8.0,0.0,80.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,54,1615268,器械包（无纺布）,2.0,0.0,20.0,0.0,40.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,57,1615268,敷料包（纸塑袋）,1.0,0.0,8.0,0.0,8.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,58,1615268,器械包（纸塑袋）,11.0,0.0,8.0,0.0,88.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,59,1615522,器械包（无纺布）,1.0,0.0,20.0,0.0,20.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,60,1615522,器械包（纸塑袋）,1.0,0.0,8.0,0.0,8.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,62,1616081,器械包（无纺布）,2.0,0.0,20.0,0.0,40.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,63,1616081,器械包（纸塑袋）,8.0,0.0,8.0,0.0,64.0,needs_engine_verify,待 PricingEngine 验证默认规则,
供应室,64,1616090,器械包（无纺布）,3.0,0.0,20.0,0.0,60.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,33,1608986,敷料包（无纺布）,14.0,0.0,20.0,0.0,280.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,34,1608986,器械包（纸塑袋）,1.0,0.0,8.0,0.0,8.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,47,1609435,克氏针折弯钳-1/W6050,1.0,5.5,16.5,5.5,16.5,default_heuristic,标准计费引擎（启发式）,原始按器械数×基础单价(5.5)计费；处理后按标准价(16.5)计费
手术室,54,1609748,敷料包（无纺布）,3.0,0.0,20.0,0.0,60.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,72,1609905,环氧乙烷（自行打包）-1包,3.0,0.0,35.0,0.0,105.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,76,1610376,敷料包（无纺布）,3.0,0.0,20.0,0.0,60.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,86,1610753,敷料包（无纺布）,9.0,0.0,20.0,0.0,180.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,117,1612772,刷手包,5.0,0.0,20.0,0.0,100.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,123,1613147,敷料包（无纺布）,8.0,0.0,20.0,0.0,160.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,137,1614510,敷料包（无纺布）,6.0,0.0,20.0,0.0,120.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,146,1614948,敷料包（无纺布）,3.0,0.0,20.0,0.0,60.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,156,1615521,敷料包（无纺布）,10.0,0.0,20.0,0.0,200.0,needs_engine_verify,待 PricingEngine 验证默认规则,
手术室,164,1616082,敷料包（无纺布）,6.0,0.0,20.0,0.0,120.0,needs_engine_verify,待 PricingEngine 验证默认规则,
